CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventType,NatRef,lon_x1,lat_y1,lon_x2,lat_y2,G1,G3,G4,G5,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G40,G41,G42,G43,G44,G45,G46,G47,G49,G50,G52,G53,G54,G56,G57,G58,G59,G60,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G76,G77,G79,G80,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G95,G96,G97,G98,G99,G100,G101,G102,G124,G125,G126,G127,G128,G129,G130,G131,G132,G133,G134,G137,G138,G139,G140,G141,G142,G143,G144,G145,G147,G148,G150,G151,G152,G153,G154,G155,G156,G158,G159,G160,G161,G162,G163,G164,G165,G166,G167,G171,G172,G174,G175,G176,G177,G178,G179,G180,G181,G182,G184,G186,G187,G188,G189,G190,G191,G193,G194,G195,G198,G199,G200,G201,G202,G203,G204,G205,G206,G207,G208,G210,G211,G213
HCMR@School,????? ????. ??. ??????????,GR,Mediterranean Sea,105,,,20151016,Cleanup,,25.73326912,35.00537244,25.73219711,35.00565256,,17,6,,25,31,1,2,,,,,,,,,,46,,,,,6,44,,,8,,3,28,0,23,,,,,,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,,,,,0,,,,,,,,60,,,,,,,,,,,,,,,,,,,9,,,,3,8,,1,,,20,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,2,,,,,,,,,,14,,,
Swiss Litter Report,greifensee_uster_fischerb_ 2,CH,,25,Urban,Pebbels,20170830,Cleanup,,8.689880503,47.34743605,8.689901364,47.34720766,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,5,0,,1,0,0,0,0,1,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,3,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,1,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,0,1,0,,,,,0,,0,0,0,,0,0,0,1,0,,,0,,,,0,,,1,,0,0,0,0,0,,,0,0,,,,0,0,0,0
Swiss Litter Report,aarezufluss_bern_scheurerk,CH,,18,Urban,Other (mixed),20170915,Cleanup,,7.4527897,46.97100972,7.452812226,46.97084834,,0,1,,0,0,,1,,,0,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,2,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,2,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,1,0,0,,,0,,,,0,,,0,,0,0,0,1,0,,,0,0,,,,0,0,1,0
Mare Nostrum,Eforie,RO,Black Sea,105,Urban,Sandy,20180927,Monitoring,,28.64498,44.0462,28.64536,44.0453,,3,113,3,16,21,,21,25,1,,,,,,,,103,7,38,6,33,5,883,,,283,23,9,72,10,139,3,,,,,,,,,,11,21,,,,,,,,,,,,1,26,,,,,,,4,,,105,3,16,,,,,2,,,,,,6,26,,,2,,,,2,1,5,,,,,,,,,13,13,1,,,,33,,,112,,10,,4,10,93,,,,132,5,,11,,,,5,,,28,,,37,4,17,31,,,,,,1,,,,,28,,,,20,,14,,,,3,,,,175,,1,
Independent,Formby Beach,UK,North-east Atlantic Ocean,1362,Rural,Sandy,20190214,Cleanup,,-3.098766304,53.56642256,-3.092082265,53.57800981,,,8,,,7,2,1,,1,1,,,,,,,31,,,5,,,,,,84,2,,3,1,5,,,2,,,,,,,,4,32,,1,,,,,,,,,,,,15,,,3,,,,,,86,5,3,,,,,,,,,,,1,10,2,,,,,,,15,4,,,,,,,,,,,1,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,22,,,
Swiss Litter Report,sempachersee_sempach_tampec,CH,,16,,,20170627,Cleanup,,8.191873684,47.1286181,8.191974288,47.12875135,,0,3,,0,0,,0,,,0,,,,,,,2,0,2,0,0,1,20,0,,30,0,0,0,0,0,,0,,,,,,,,,0,2,0,,,,,,0,,,,,0,3,97,,,1,0,,,,,28,1,3,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,2,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,7,0,0,,,,,0,,0,0,0,,0,0,3,1,0,,,0,,,,0,,,1,,0,0,9,0,0,,,0,10,,,,965,0,0,0
"Aarhus University, Denmark ",MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20160715,Monitoring,,8.163800428,55.84143681,8.164009136,55.84054878,,3,3,,3,1,,5,,,,,,,,,,16,2,3,1,,2,1,1,,22,1,1,5,,4,,1,,2,,,,,,,4,99,,7,2,14,,,,,,,,,5,3,1,,3,,,7,,,125,,14,,,,,,,,,,,1,26,,1,,,,,,,31,2,,,,,,,,2,3,,,1,,2,,,1,,,1,4,,,,,1,2,,1,2,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,174
Swiss Litter Report,Z¸richsee_K¸snachterhorn_Thirkell-WhiteJ,CH,,14,,,20170526,Cleanup,,8.576860181,47.3176849,8.576951828,47.31757357,,0,1,,0,0,,0,,,0,,,,,,,0,0,2,0,1,0,26,0,,1,1,4,2,0,3,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,3,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,1,,0,3,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,1,0,0,0,5,0,0,0,,,,,0,,0,0,0,,0,0,0,4,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,2,,,,4,0,0,0
Independent,chernomorski solnizi,BG,Black Sea,2332,Urban,Sandy,20150905,Cleanup,,27.48449735,42.5105809,27.49209964,42.53080422,,,77,,5,17,,,,,,,,,,,,42,,49,,,4,170,1,,56,1,,21,9,15,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,18,4,,,2,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,4,3,,,,,,,,,15,,2,,,14,3,47,,10,1,,,,,,,,,,1,,1,3,,1,,,,,,,,,,,,,,,,5,,4,,,,,,,,,,1,
Swiss Litter Report,Rhein_Basel_BlarerP_2,DE,,29,,,20170422,Cleanup,,7.587948481,47.59115102,7.58783016,47.59090377,,,,,,,,,,,,,,,,,,,,,2,,,195,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,11,,1,,,,,,,,1,,,,7,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,34,,14,,,,,,,,,,,,,,1,,18,,,,,,,,,,9,,,
Swiss Litter Report,reuss_ottenbach_schoenenbergerl,CH,,11,Rural,Other (mixed),20180225,Cleanup,,8.394224168,47.27835446,8.394188671,47.27845497,,0,3,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,,0,,,,,,,,,0,1,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,1,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,0,0,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,0,0,0,0
Legambiente Onlus,"Lido di Macchia - Porto degli Argonauti, Pisticci (MT)",IT,Mediterranean Sea,100,,,20170425,Monitoring,,16.81463,40.332,16.81563,40.332,1,8,1,,3,15,4,2,2,5,2,,2,3,1,2,,12,2,3,5,,,,,,2,,2,14,1,3,,6,,,,2,,2,,,,,,3,2,,,,,,2,,1,1,4,12,2,,,2,,2,,,25,8,20,3,,,1,,,,1,,,,,,,,,,,,11,1,1,,,,,,,,17,,,,,,5,,,2,,,,6,,,,,2,,,,,1,,,,,,,2,1,1,,1,,,,,,,,,,,,5,,2,,4,1,22,,,,,,,,,,,
Legambiente Onlus,"Spiaggia di Marina di Vecchiano, Pisa (PI)",IT,Mediterranean Sea,100,,,20150426,Monitoring,,10.26933,43.78172,10.27033,43.78172,,43,26,,57,43,10,55,,16,4,,,1,,1,,333,,,,,14,155,11,,16,,8,20,3,,,1,2,,,,,,,,,15,,,,,,5,88,,,,,,,1,,,2,14,,33,1938,,,,,,,,,,,,,,,,,,,,1,12,,,24,2,,,,,,,,1,,10,6,,,,,,1,24,2,,,2,17,,2,,,59,6,,3,,,,,,,,,4,13,2,39,5,,,,,,,,,,,2,,,,18,,18,,4,,,,,,,4,,
Swiss Litter Report,Birskˆpfli Rusco,DE,,50,,,20170626,Cleanup,,7.617291605,47.55774291,7.617696603,47.55737978,,1,2,,0,0,,0,,,0,,,,,,,8,0,0,0,0,1,657,0,,1,8,13,2,1,2,,0,,,,,,,,,0,2,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,1,0,0,,,,0,,0,1,0,,1,0,2,,,0,1,0,,0,15,0,,0,,,0,,0,0,0,0,,,,13,,0,0,0,,,0,0,0,0,0,21,0,4,0,,,,,5,,0,0,0,,0,0,11,21,1,,,0,,,,0,,,0,,1,0,2,0,0,,,0,0,,,,2,1,2,0
Surfrider Foundation Europe,"3 Rue du Ch?telet, 22750 Saint-Jacut-de-la-Mer, France",FR,North-east Atlantic Ocean,73,,,20150402,Cleanup,,-2.19003,48.5973,-2.18903,48.5973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,
Swiss Litter Report,sihlsee_einsiedeln_schilligerllacherl,CH,,66,,,20170715,Cleanup,,8.760358841,47.14139385,8.760347463,47.1419862,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,20,0,,4,0,0,0,0,0,,0,,,,,,,,,0,1,0,,,,,,0,,,,,0,2,0,,,0,0,,,,,12,0,1,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,2,0,0,,,,0,,0,1,0,,,0,2,0,0,0,10,2,0,0,,,,,0,,0,0,0,,0,0,2,7,0,,,0,,,,0,,,0,,0,0,1,0,0,,,0,0,,,,0,0,3,0
Surfrider Foundation Europe,"salle des fetes, 63320 Chidrac, France",Int,,78,,,20150321,Cleanup,,3.14399,45.5536,3.14499,45.5536,,100,,,50,,,10,,,,,,,,,,20,,,,,,,,,30,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,10,,,,1,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,10,,100,,,,,,,,50,,,
"Mediterranean Information Office for Environment, Culture and Sustainable Development (MIO-ECSDE)",Kazarba,GR,Mediterranean Sea,90,,,20161002,Monitoring,,22.768865,37.387326,22.769865,37.387326,,,,,3,,,,,,,,,,,,,3,,1,1,,,4,,,1,,,1,,10,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,2,,4,,,,,,,,,,,,,1,,,,1,,,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,
Surfrider Foundation Europe,"75 Rue de la Roche Bonneau, 85800 Saint-Gilles-Croix-de-Vie, France",FR,North-east Atlantic Ocean,76,,,20150503,Cleanup,,-1.92615,46.6818,-1.92515,46.6818,,10,,,,4,,,,,,,,,,,,10,,,,,2,20,,,,8,2,10,,10,,,,,,,,,,,,20,,,,10,,,2,,,,,,,,,,2,,,,,,30,,10,,,,,,,,,,,,10,,,,,,,,,,,,,,1,,,,,5,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,
DeFishGear - Slovenia,Fiesa-Pacug MLW Month,SI,Mediterranean Sea,108,Urban,Pebbels,20141201,Cleanup,,13.58521674,45.52614743,13.58383272,45.5260873,,4,,,3,,,,4,,,,,,,,,7,,,,,,77,,,,1,,,5,2,,,,1,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,1,,,,,,,,,,2,,,,,,,,,3,,,,2,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,2,,,,3,,,
Swiss Litter Report,Aare_Elfenau_cataldiv,CH,,19,,,20170723,Cleanup,,7.462960549,46.93102012,7.462813345,46.9311636,,0,1,,0,0,,0,,,0,,,,,,,0,0,0,0,1,0,3,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,1,0,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,1,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,0,0,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,0,0,0,0
Independent,silver strand 1000,IE,North-east Atlantic Ocean,446,,,20150711,Cleanup,,-9.885489777,53.64597936,-9.888752115,53.64950231,,0,0,,0,0,,0,,,,,,1,,,,0,,,,,,0,,,0,,,,0,0,,,,,,,,0,,,,0,,1,,,,,,,,,,,,1,,,,,,0,0,,,,0,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Swiss Litter Report,sihl_z¸rich_himmelhebern,CH,,30,,,20170827,Cleanup,,8.51861224,47.34305542,8.518661337,47.34333052,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,0,0,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,0,0,0,0
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170525,Cleanup,,9.198334671,47.52407261,9.197132864,47.52438768,,,,,,,,,,,,,,,,,,,,,,1,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Independent,Murlough Nature Reserve,UK,North-east Atlantic Ocean,334,Rural,Other (mixed),20190103,Cleanup,,-5.853724091,54.23134566,-5.849280223,54.23289746,,,4,,2,,,1,,,,,,,,,,5,,,,,,,,,3,,,,,1,,,,,,,,,,,,9,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Swiss Litter Report,rhein_domatems_foppa_f,CH,,42,,,20170730,Cleanup,,9.447638679,46.83803746,9.447092503,46.83809154,,2,2,,0,1,,0,,,,,,,,,,0,,,,,,4,,,0,,,,0,0,,,,,,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,0,4,,,,0,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,
Swiss Litter Report,sempachersee_sempach_tampec,CH,,16,,,20170715,Cleanup,,8.191873684,47.1286181,8.191974288,47.12875135,,2,0,,0,0,,0,,,0,,,,,,,0,1,0,0,0,0,18,0,,11,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,2,,,,,0,0,17,,,0,0,,,,,1,0,5,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,4,0,0,,,,,0,,0,0,0,,1,0,2,1,0,,,0,,,,0,,,2,,0,0,0,0,0,,,0,3,,,,496,0,0,0
Swiss Litter Report,thur_schwarzenbach_meiliw,CH,,77,Rural,Other (mixed),20170730,Cleanup,,9.063815632,47.44678658,9.064160585,47.44744754,,0,3,,2,2,,0,,,0,,,,,,,2,2,0,0,0,0,21,0,,3,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,3,,,0,0,,,,,0,1,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,1,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,2,0,0,0,4,1,0,0,0,,,,,0,,2,0,0,,5,0,2,6,0,,,1,,,,0,,,0,,0,0,0,1,0,,,0,1,,,,0,0,0,0
Legambiente Onlus,"Spiaggia di Pioppi, Salerno (SA)",IT,Mediterranean Sea,100,,,20160514,Cleanup,,15.08983,40.17386,15.09083,40.17386,,,,2,7,,1,,,,,,,,,,,7,,,,,,,,,1,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,5,,,,,,53,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,,4,,,,,,,5,1,,,,,,,,,,,1,63,,9,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
Independent,silver strand 1000m,IE,North-east Atlantic Ocean,424,,,20160622,Cleanup,,-9.886352561,53.64596686,-9.888825106,53.64948881,,0,0,,0,0,,0,,,,,,,,,,0,,,,,,0,,,0,,,,0,0,,,,,,,,0,,,2,0,,0,1,,,,,,,,,,,6,,,,,,0,0,,,,0,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
DeFishGear - Slovenia,Bele Skale 1 MLW Month,HR,Mediterranean Sea,95,Rural,Pebbels,20160225,Monitoring,,13.51944309,45.50170535,13.52054816,45.50133172,,3,,,3,2,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,Baltic Sea,100,Rural,Other (mixed),20150726,Monitoring,,12.12396176,54.80588175,12.12483001,54.80663181,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,,,2,,6,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,8,,,,3,,,1
Swiss Litter Report,Rhein_Basel,CH,,58,,,20170524,Cleanup,,7.601085634,47.55680179,7.6003116,47.55679183,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,45,0,,0,4,0,0,0,0,,0,,,,,,,,,0,1,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,8,0,1,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,1,0,0,0,4,0,0,0,,,,,0,,0,0,0,,0,0,0,9,0,,,0,,,,0,,,1,,0,0,0,0,0,,,0,0,,,,17,0,0,0
Surfrider Foundation Europe,"5 Calle P·rroco Don Claudio Rodal FandiÒo, 36794 Oya, Espagne",ES,North-east Atlantic Ocean,83,,,20150322,Cleanup,,-8.87742,42.0034,-8.87642,42.0034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
Black Sea NGO Network,Ropotamo,BG,Black Sea,99,,,20180403,Cleanup,,27.75222316,42.32642378,27.75335518,42.32674128,,0,1,,0,1,,0,,,,,,,,,,4,,2,,,,0,,,5,,,2,0,2,,,,,,,,0,,,,5,,0,,,,,,,,,,,,,,,,,,4,0,,12,,0,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Independent,ste Anne,FR,North-east Atlantic Ocean,101,Urban,Other (mixed),20160506,Cleanup,,-3.509248229,48.82680058,-3.510000559,48.82755956,,,3,,,,,,,,,,,,,,,24,,2,,,,34,1,,14,1,,,,,,,,,,,,,,,,24,,,,,,,,,,3,,,,,,,,2,,5,,,296,,29,,,,,,,,,,,,3,,,,,,,,1,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,15,,,1,4,,,,,,,1,,,,,7,1,,,,,,1,,,,,,,,,,,,,,,,,,,72,,,2
Surfrider Foundation Europe,"12 Lungomare Colombo, 86039 Termoli, Italie",IT,Mediterranean Sea,83,,,20160320,Cleanup,,14.996,42.0049,14.997,42.0049,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,30,,,5,,,,,,,,,,,,,,,,100,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,
Independent,Marathonas,GR,Mediterranean Sea,702,Rural,Sandy,20171014,Cleanup,,24.04963013,38.14308922,24.04174167,38.14299662,35,25,50,,100,20,,,,,,,,,,,,500,,50,25,,7,1000,,,50,,,30,60,100,,,,20,,,,2,,,5,15,,2,,,,,,,,,,,,,,,,,,3,50,,,,20,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,5,,,,,,,,,,10,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,
Swiss Litter Report,urnaesch_urnaesch_meierr,CH,,35,Rural,Other (mixed),20170917,Cleanup,,9.295418846,47.3250986,9.295691383,47.32484209,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,8,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,4,0,0,0,,,,,0,,0,1,0,,0,0,0,0,0,,,1,,,,0,,,0,,0,0,4,0,0,,,0,0,,,,10,0,0,0
Perseus,Port des Canonge,ES,Mediterranean Sea,82,Urban,Pebbels,20150629,Cleanup,,2.554498935,39.70007968,2.555432344,39.69994761,,9,,,89,,,3,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,2,16,,,,5,,,,,,,,,,,,1,,,,,,,,8,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Independent,pors mabo,FR,North-east Atlantic Ocean,100,Rural,Sandy,20160512,Cleanup,,-3.56341502,48.75970651,-3.564666541,48.76007415,,,,,,,,3,,,,,,,,,,6,,,,,,2,,,6,,2,3,,,,,,,,,,,,,,19,,1,,,,,3,,,,,1,,,,,,1,,12,,,29,,43,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,16,,1,
Swiss Litter Report,Murg_Waengi_StrickerR,CH,,13,Urban,Pebbels,20180322,Cleanup,,8.961592821,47.49361003,8.961466495,47.493684,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swiss Litter Report,thur_schwarzenbach_meiliw,CH,,77,Rural,Other (mixed),20171230,Cleanup,,9.063815632,47.44678658,9.064160585,47.44744754,,,1,,1,,,1,,,,,,,,,,,,,,,,3,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,1,,,,,,,,,,,2,1,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swiss Litter Report,vierwaldst‰ttersee_weggis_schˆberls_2,CH,,68,,,20170502,Cleanup,,8.417307579,47.04395301,8.418082376,47.04426291,,0,0,,0,1,,0,,,0,,,,,,,1,3,2,0,0,3,3,0,,2,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,1,,,,,0,0,0,,,0,0,,,,,10,0,3,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,1,0,0,,,,0,,0,0,0,,,0,0,0,0,0,5,0,0,0,,,,,0,,0,1,0,,0,0,1,1,0,,,0,,,,0,,,0,,0,0,2,0,0,,,0,0,,,,62,0,0,0
Independent,obzor detski lager,BG,Black Sea,2805,Near river mouth,Sandy,20150904,Cleanup,,27.88897856,42.80734896,27.89656751,42.78272613,,7,54,,18,29,,,,,,,2,,,,,47,,,,,3,135,,,10,14,,37,,8,,1,,2,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,32,7,,,15,,,,1,,,,,,,,,,,,1,,,8,1,11,,,2,,,5,,,1,12,,,,,,,,1,,,,,17,,10,,70,1,,,,,,,,,,,,1,19,1,,,,,,,,4,,,,,,,,,1,,17,,,,,,,,1,,3,
Plastic Change,Hellerup Strand,DK,North-east Atlantic Ocean,272,,,20190325,Cleanup,,12.58251582,55.73191802,12.58254951,55.7343648,0,2,7,0,0,0,0,0,0,1,0,0,0,0,,0,,3,0,1,0,0,1,67,0,0,2,0,0,0,2,1,0,0,0,0,,0,,,,,0,1,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,,,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,4,0,2,3,1,0,0,0,0,,,0,0,1,1,1,0,1,0,1,0,0,,0,0,,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,,,,2,0,0,0
